지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),적설(cm),지면온도(°C)
133,대전,2026/02/15 18:00,9.3,,2.4,320,22,-11.3,0.4,0.21,,5.1
133,대전,2026/02/15 19:00,7.4,,2.4,320,28,-9.9,0,0.01,,3.4
133,대전,2026/02/15 20:00,4.6,,2.8,50,40,-7.8,,,,2.2
133,대전,2026/02/15 21:00,3.3,,2.3,70,38,-9.6,,,,1
133,대전,2026/02/15 22:00,2.9,,1.8,50,38,-10,,,,0.3
133,대전,2026/02/15 23:00,1.8,,1.1,340,40,-10.3,,,,-0.2
133,대전,2026/02/16 0:00,0.9,,1.4,50,49,-8.6,,,,-0.5
133,대전,2026/02/16 1:00,0,,1.6,340,51,-8.9,,,,-0.7
133,대전,2026/02/16 2:00,-0.9,,2.3,320,57,-8.3,,,,-1
133,대전,2026/02/16 3:00,-1.1,,1.8,320,59,-8.1,,,,-1.1
133,대전,2026/02/16 4:00,-1,,1.6,340,59,-8,,,,-1.1
133,대전,2026/02/16 5:00,-1.4,,0.9,340,61,-7.9,,,,-1.1
133,대전,2026/02/16 6:00,-1.4,,0.3,0,61,-7.9,,,,-1.1
133,대전,2026/02/16 7:00,-1,,0.9,270,59,-8,,,,-1.1
133,대전,2026/02/16 8:00,-1.4,,1.3,340,61,-7.9,0,0.05,,-1.2
133,대전,2026/02/16 9:00,0.8,,1.9,320,50,-8.4,0.7,0.54,,-0.7
133,대전,2026/02/16 10:00,2,,1.4,290,44,-9,1,1.27,,-0.3
133,대전,2026/02/16 11:00,3.6,,2.1,340,37,-9.7,1,1.89,,0.2
133,대전,2026/02/16 12:00,3.9,,2.3,340,35,-10.2,1,2,,2.4
133,대전,2026/02/16 13:00,5.5,,2.8,360,30,-10.7,1,2.38,,5.5
133,대전,2026/02/16 14:00,6.7,,2.7,20,27,-11,1,2.31,,7.8
133,대전,2026/02/16 15:00,7.8,,2,340,24,-11.5,1,2.17,,7.3
133,대전,2026/02/16 16:00,8.5,,1.9,360,24,-10.9,1,1.64,,5.8
133,대전,2026/02/16 17:00,7.3,,2.9,320,27,-10.5,1,0.99,,4.6
133,대전,2026/02/16 18:00,5.4,,2.6,20,33,-9.6,0.5,0.24,,2.6
133,대전,2026/02/16 19:00,3.9,,2.5,340,39,-8.8,0,0.01,,1.2
133,대전,2026/02/16 20:00,2.7,,2.8,340,44,-8.3,,,,0.6
133,대전,2026/02/16 21:00,1.7,,1.5,50,47,-8.4,,,,-0.1
133,대전,2026/02/16 22:00,0.6,,0.4,0,51,-8.3,,,,-0.6
133,대전,2026/02/16 23:00,0.1,,1.5,340,54,-8.1,,,,-0.5
133,대전,2026/02/17 0:00,-0.5,,0.4,0,57,-7.9,,,,-0.8
133,대전,2026/02/17 1:00,-1.4,,0.9,320,61,-7.9,,,,-1
133,대전,2026/02/17 2:00,-1.8,,1.3,340,63,-7.9,,,,-1.3
133,대전,2026/02/17 3:00,-2.6,,1,320,66,-8,,,,-1.6
133,대전,2026/02/17 4:00,-2.8,,0.9,290,67,-8,,,,-1.7
133,대전,2026/02/17 5:00,-3.3,,0.9,320,69,-8.1,,,,-1.9
133,대전,2026/02/17 6:00,-3.7,,1.4,320,72,-8,,,,-2.2
133,대전,2026/02/17 7:00,-4.2,,1.8,340,74,-8.1,,,,-2.5
133,대전,2026/02/17 8:00,-3.4,,0,0,73,-7.5,0.4,0.09,,-2.3
133,대전,2026/02/17 9:00,-0.8,,0.1,0,66,-6.3,1,0.66,,-1
133,대전,2026/02/17 10:00,2.1,,1.8,140,55,-6,1,1.37,,-0.5
133,대전,2026/02/17 11:00,3.5,,2,160,44,-7.6,1,2,,-0.2
133,대전,2026/02/17 12:00,6.3,,2.5,200,37,-7.3,1,2.42,,0.3
133,대전,2026/02/17 13:00,8,,1.2,230,27,-9.9,1,2.6,,1.9
133,대전,2026/02/17 14:00,8.4,,1.6,250,20,-13.3,1,2.54,,7.3
133,대전,2026/02/17 15:00,9.1,,2.6,320,18,-14,1,2.26,,6.7
133,대전,2026/02/17 16:00,9.4,,1.9,270,20,-12.4,1,1.74,,5.7
133,대전,2026/02/17 17:00,8.2,,2.4,250,25,-10.7,1,1.06,,4.5
133,대전,2026/02/17 18:00,6,,1.9,230,30,-10.3,0.5,0.29,,2.7
133,대전,2026/02/17 19:00,4.2,,1.8,270,37,-9.2,0,0.01,,1.1
133,대전,2026/02/17 20:00,3.1,,1.7,290,44,-7.9,,,,0
133,대전,2026/02/17 21:00,1.7,,3.1,200,57,-5.9,,,,-0.6
133,대전,2026/02/17 22:00,0.9,,2,250,63,-5.3,,,,-0.4
133,대전,2026/02/17 23:00,-0.1,,1.4,230,68,-5.3,,,,-0.7
133,대전,2026/02/18 0:00,-0.7,,1.3,200,76,-4.4,,,,-1.1
133,대전,2026/02/18 1:00,-1.2,,1.4,290,76,-4.8,,,,-1.3
133,대전,2026/02/18 2:00,0.2,,2.2,230,80,-2.8,,,,-1.2
133,대전,2026/02/18 3:00,-0.1,,2,230,81,-2.9,,,,-1.3
133,대전,2026/02/18 4:00,-0.2,,2.2,200,82,-2.9,,,,-1.3
133,대전,2026/02/18 5:00,0.3,,3.1,200,80,-2.7,,,,-1.4
133,대전,2026/02/18 6:00,0.6,,3,200,76,-3.1,,,,-1.4
133,대전,2026/02/18 7:00,0.6,,2.1,230,78,-2.8,,,,-1.5
133,대전,2026/02/18 8:00,1.3,,1.7,230,77,-2.2,0.2,0.07,,-1.3
133,대전,2026/02/18 9:00,3.3,,1.6,200,71,-1.4,1,0.56,,-0.7
133,대전,2026/02/18 10:00,5.8,,2.1,180,60,-1.3,1,1.23,,-0.3
133,대전,2026/02/18 11:00,7.5,,3.1,320,37,-6.2,1,1.93,,0.3
133,대전,2026/02/18 12:00,8.5,,3.9,320,30,-8.1,1,2.36,,3.5
133,대전,2026/02/18 13:00,9.9,,3,320,25,-9.2,1,2.53,,6.9
133,대전,2026/02/18 14:00,10.5,,5.8,320,17,-13.5,1,2.55,,8.8
133,대전,2026/02/18 15:00,11.3,,5.2,320,14,-15.3,1,2.26,,7.8
133,대전,2026/02/18 16:00,9.6,,6,320,18,-13.6,1,1.74,,6.2
133,대전,2026/02/18 17:00,7.3,,6.3,320,24,-11.9,1,1.06,,4.7
133,대전,2026/02/18 18:00,5.1,,4.3,320,26,-12.8,0.5,0.31,,2.5
133,대전,2026/02/18 19:00,3.4,,2.5,320,30,-12.5,0,0.01,,0.9
133,대전,2026/02/18 20:00,1.8,,3.6,20,39,-10.7,,,,-0.3
133,대전,2026/02/18 21:00,0.2,,0.6,360,43,-10.9,,,,-0.4
133,대전,2026/02/18 22:00,-0.7,,0.4,0,47,-10.6,,,,-0.8
133,대전,2026/02/18 23:00,-0.9,,1.4,290,49,-10.2,,,,-1.1
133,대전,2026/02/19 0:00,-1.2,,1.3,270,51,-10,,,,-1.4
133,대전,2026/02/19 1:00,-2,,0.5,160,56,-9.6,,,,-1.6
133,대전,2026/02/19 2:00,-2.5,,1,270,59,-9.4,,,,-1.8
133,대전,2026/02/19 3:00,-2.6,,0.7,270,61,-9,,,,-2.2
133,대전,2026/02/19 4:00,-3.6,,1.7,340,64,-9.4,,,,-2.5
133,대전,2026/02/19 5:00,-3.8,,0.8,90,67,-9,,,,-2.8
133,대전,2026/02/19 6:00,-4.2,,0.2,0,70,-8.8,,,,-3
133,대전,2026/02/19 7:00,-4.7,,1.4,320,71,-9.1,,,,-3.3
133,대전,2026/02/19 8:00,-3.8,,1.4,320,69,-8.6,0.6,0.11,,-3
133,대전,2026/02/19 9:00,-0.5,,1.2,140,59,-7.5,1,0.75,,-1.2
133,대전,2026/02/19 10:00,1.8,,1.4,200,50,-7.5,1,1.47,,-0.5
133,대전,2026/02/19 11:00,3.7,,1.8,230,48,-6.3,1,2.09,,-0.2
133,대전,2026/02/19 12:00,4.9,,2.7,200,38,-8.2,1,2.5,,0.5
133,대전,2026/02/19 13:00,6.9,,4.8,200,34,-7.9,1,2.7,,2.1
133,대전,2026/02/19 14:00,8.2,,2.8,200,24,-11.2,1,2.63,,7.5
133,대전,2026/02/19 15:00,8.5,,3.2,180,23,-11.4,1,2.3,,7.2
133,대전,2026/02/19 16:00,9.1,,3.4,200,24,-10.4,1,1.79,,5.9
133,대전,2026/02/19 17:00,8.4,,1.3,180,27,-9.5,1,1.08,,4.8
133,대전,2026/02/19 18:00,7,,2.1,230,32,-8.6,0.6,0.31,,2.9
133,대전,2026/02/19 19:00,5.7,,1.1,230,35,-8.6,0,0,,1.5
133,대전,2026/02/19 20:00,4.5,,1.9,230,41,-7.6,,,,0.6
133,대전,2026/02/19 21:00,3.3,,2.5,200,47,-6.9,,,,-0.1
133,대전,2026/02/19 22:00,2.5,,1.9,180,45,-8.2,,,,-1
133,대전,2026/02/19 23:00,1.2,,1.3,270,50,-8,,,,-0.5
133,대전,2026/02/20 0:00,0.4,,1.2,250,53,-8,,,,-0.8
133,대전,2026/02/20 1:00,-0.2,,0.3,0,58,-7.4,,,,-1
133,대전,2026/02/20 2:00,-1,,0.1,0,62,-7.3,,,,-1.3
133,대전,2026/02/20 3:00,-1.4,,0.2,0,63,-7.5,,,,-1.4
133,대전,2026/02/20 4:00,-1.8,,0.3,0,66,-7.3,,,,-1.6
133,대전,2026/02/20 5:00,-2.4,,0.9,270,67,-7.7,,,,-1.8
133,대전,2026/02/20 6:00,-2.5,,0.6,320,69,-7.4,,,,-2.1
133,대전,2026/02/20 7:00,-2.7,,0,0,71,-7.2,,,,-2.3
133,대전,2026/02/20 8:00,-2.4,,1,320,70,-7.1,0.3,0.09,,-2.1
133,대전,2026/02/20 9:00,0.2,,1.5,340,62,-6.2,1,0.63,,-0.9
133,대전,2026/02/20 10:00,4.4,,1.1,140,48,-5.6,1,1.34,,-0.3
133,대전,2026/02/20 11:00,8,,1.8,140,41,-4.4,1,1.96,,0.2
133,대전,2026/02/20 12:00,12,,2.8,200,34,-3.4,1,2.37,,2.9
133,대전,2026/02/20 13:00,12,,4.5,200,25,-7.4,1,2.61,,7.9
133,대전,2026/02/20 14:00,13.3,,2.8,250,29,-4.3,1,2.53,,10.9
133,대전,2026/02/20 15:00,13.5,,4,200,26,-5.6,1,2.19,,10.2
133,대전,2026/02/20 16:00,13.6,,2.7,250,28,-4.6,1,1.66,,8.8
133,대전,2026/02/20 17:00,12.7,,1.7,250,29,-4.9,1,0.99,,7.5
133,대전,2026/02/20 18:00,11.2,,1.4,270,34,-4.1,0.6,0.31,,5.4
133,대전,2026/02/20 19:00,9.6,,1.1,250,41,-3,0,0,,3.7
133,대전,2026/02/20 20:00,8,,1.1,180,44,-3.5,,,,2.8
133,대전,2026/02/20 21:00,7.5,,2.1,230,46,-3.3,,,,2.1
133,대전,2026/02/20 22:00,6.4,,1.3,230,49,-3.5,,,,1.2
133,대전,2026/02/20 23:00,5.1,,0.9,200,54,-3.4,,,,0.5
133,대전,2026/02/21 0:00,4.3,,1.1,90,58,-3.2,,,,0
133,대전,2026/02/21 1:00,3.1,,1.1,140,63,-3.2,,,,-0.2
133,대전,2026/02/21 2:00,2.3,,0,0,66,-3.4,,,,-0.3
133,대전,2026/02/21 3:00,1.7,,0,0,69,-3.3,,,,-0.5
133,대전,2026/02/21 4:00,1.3,,0,0,71,-3.3,,,,-0.7
133,대전,2026/02/21 5:00,1.3,,0.3,0,73,-3,,,,-0.8
133,대전,2026/02/21 6:00,0.9,,0.3,0,72,-3.5,,,,-1
133,대전,2026/02/21 7:00,0.5,,0.3,0,76,-3.2,,,,-1.1
133,대전,2026/02/21 8:00,0.8,,1.7,340,73,-3.4,0.3,0.1,,-0.9
133,대전,2026/02/21 9:00,4.8,,0.3,0,65,-1.2,1,0.63,,-0.3
133,대전,2026/02/21 10:00,8.9,,0.6,140,48,-1.5,1,1.31,,1.9
133,대전,2026/02/21 11:00,13.5,,1.7,180,36,-1.3,1,1.9,,6.2
133,대전,2026/02/21 12:00,16.6,,1.8,250,30,-1,1,2.32,,9.2
133,대전,2026/02/21 13:00,17.3,,2.2,250,28,-1.4,1,2.51,,12
133,대전,2026/02/21 14:00,18.2,,2.9,230,24,-2.7,1,2.43,,14.3
133,대전,2026/02/21 15:00,18.5,,3.1,200,23,-3,1,2.16,,13.3
133,대전,2026/02/21 16:00,19.2,,3.7,200,22,-3,1,1.68,,12
133,대전,2026/02/21 17:00,18.3,,4.1,200,23,-3.2,1,1,,10.6
133,대전,2026/02/21 18:00,17.2,,3.4,230,23,-4.1,0.6,0.32,,8.9
133,대전,2026/02/21 19:00,15.5,,2.2,250,28,-2.9,0,0.01,,7.3
133,대전,2026/02/21 20:00,14,,2.8,250,34,-1.6,,,,6.7
133,대전,2026/02/21 21:00,13.2,,2.9,200,35,-1.9,,,,6.1
133,대전,2026/02/21 22:00,13.1,,4.5,200,37,-1.2,,,,5.7
133,대전,2026/02/21 23:00,12.8,,3.3,200,36,-1.9,,,,5.3
133,대전,2026/02/22 0:00,11.6,,2.4,200,40,-1.5,,,,4.6
133,대전,2026/02/22 1:00,11.2,,2,230,44,-0.6,,,,4.4
133,대전,2026/02/22 2:00,11.3,,2.6,200,46,0,,,,4.1
133,대전,2026/02/22 3:00,11,,2.3,160,47,0.1,,,,3.7
133,대전,2026/02/22 4:00,11.1,,1.8,110,47,0.1,,,,4.7
133,대전,2026/02/22 5:00,12.2,,3.1,160,49,1.7,,,,5.8
133,대전,2026/02/22 6:00,12.5,,2.3,180,57,4.1,,,,5.4
133,대전,2026/02/22 7:00,11.1,,1.8,110,62,4,,,,4.4
133,대전,2026/02/22 8:00,10.8,,1.5,110,62,3.7,0.1,0.13,,5
133,대전,2026/02/22 9:00,13.1,,1.2,110,55,4.2,0.7,0.55,,7
133,대전,2026/02/22 10:00,14.4,,4,230,62,7.2,0.3,0.62,,9.8
133,대전,2026/02/22 11:00,12.9,,3.3,230,72,7.9,0,0.45,,10.6
133,대전,2026/02/22 12:00,12.6,,2.6,230,70,7.2,0.1,0.91,,12.5
133,대전,2026/02/22 13:00,13.2,,3.9,200,62,6,0.4,1.41,,13.4
133,대전,2026/02/22 14:00,14.2,,3.3,230,49,3.6,1,1.82,,14.2
133,대전,2026/02/22 15:00,14.8,,2.8,270,39,0.9,1,1.65,,13.8
133,대전,2026/02/22 16:00,13.3,,3.3,250,37,-1.1,1,1.25,,12.1
133,대전,2026/02/22 17:00,9.9,,2.9,270,32,-6,1,0.87,,9.2
133,대전,2026/02/22 18:00,7.1,,2.9,290,31,-8.9,0.7,0.34,,6.2
133,대전,2026/02/22 19:00,5.3,,2.3,320,32,-10.1,0,0.02,,4.1
133,대전,2026/02/22 20:00,4,,2.2,290,26,-13.8,,,,2.4
133,대전,2026/02/22 21:00,3.2,,3,320,22,-16.5,,,,1.4
133,대전,2026/02/22 22:00,2.3,,3.4,320,25,-15.7,,,,0.5
133,대전,2026/02/22 23:00,1.5,,1.9,320,35,-12.3,,,,0
133,대전,2026/02/23 0:00,1.2,,1.3,290,37,-11.9,,,,-0.6
133,대전,2026/02/23 1:00,1.2,,1.4,270,39,-11.2,,,,-1
133,대전,2026/02/23 2:00,0,,1.6,320,46,-10.2,,,,-0.7
133,대전,2026/02/23 3:00,-0.9,,1.4,340,51,-9.7,,,,-1.1
133,대전,2026/02/23 4:00,-1.3,,1.3,340,53,-9.6,,,,-1.4
133,대전,2026/02/23 5:00,-1.6,,1.6,290,54,-9.7,,,,-1.6
133,대전,2026/02/23 6:00,-2.2,,1.5,320,58,-9.3,,,,-1.8
133,대전,2026/02/23 7:00,-2.4,,1.6,270,60,-9.1,,,,-2.2
133,대전,2026/02/23 8:00,-1.7,,0.1,0,58,-8.8,0.5,0.13,,-1.8
133,대전,2026/02/23 9:00,2.1,,1,110,46,-8.3,1,0.77,,-0.6
133,대전,2026/02/23 10:00,4.6,,1.3,270,26,-13.3,1,1.44,,-0.2
133,대전,2026/02/23 11:00,5.8,,3.1,360,19,-16.1,1,2.04,,2.3
133,대전,2026/02/23 12:00,7.4,,2.9,320,18,-15.4,1,2.48,,5.7
133,대전,2026/02/23 13:00,8.2,,3,340,18,-14.7,1,2.66,,8.7
133,대전,2026/02/23 14:00,9.2,,1.7,360,16,-15.3,1,2.32,,11.7
133,대전,2026/02/23 15:00,8.8,,3.3,360,16,-15.7,0.1,1.27,,10.4
133,대전,2026/02/23 16:00,8.3,,2.8,340,16,-16.1,0,0.81,,9.2
133,대전,2026/02/23 17:00,7,,3.4,20,16,-17.1,0,0.59,,7.4
133,대전,2026/02/23 18:00,5.3,,2.9,20,18,-17.1,0,0.19,,5.3
133,대전,2026/02/23 19:00,4,,2.3,20,19,-17.6,0,0.01,,3.6
133,대전,2026/02/23 20:00,3.1,,2.2,20,21,-17.1,,,,2.6
133,대전,2026/02/23 21:00,2.5,,1.2,50,23,-16.5,,,,1.9
133,대전,2026/02/23 22:00,1.7,,1.4,340,25,-16.2,,,,1.4
133,대전,2026/02/23 23:00,1.7,,1.6,50,22,-17.8,,,,1.2
133,대전,2026/02/24 0:00,1.3,,1.1,20,24,-17.1,,,,0.8
133,대전,2026/02/24 1:00,1.1,,2.3,20,27,-15.8,,,,0.7
133,대전,2026/02/24 2:00,1.1,,1.2,70,30,-14.5,,,,0.8
133,대전,2026/02/24 3:00,0.7,,0.7,20,32,-14.1,,,,0.3
133,대전,2026/02/24 4:00,0.6,,0.7,340,35,-13.1,,,,0.2
133,대전,2026/02/24 5:00,0.8,,1.3,20,34,-13.3,,,,0.4
133,대전,2026/02/24 6:00,0.8,,1.5,340,38,-11.9,,,,0.7
133,대전,2026/02/24 7:00,1.2,,1.1,340,34,-12.9,,,,0.9
133,대전,2026/02/24 8:00,1.6,,0.7,320,33,-12.9,0,0.01,,1.1
133,대전,2026/02/24 9:00,1.8,,1.1,360,34,-12.4,0,0.05,,1.5
133,대전,2026/02/24 10:00,-1.3,,1.2,140,88,-3,0,0.06,0.9,0.6
133,대전,2026/02/24 11:00,-1,,1.7,340,93,-1.9,0,0.08,2.8,0.6
133,대전,2026/02/24 12:00,-0.3,6.4,0.2,0,94,-1.1,0,0.08,5.5,0.6
133,대전,2026/02/24 13:00,0.1,,0.9,360,93,-0.9,0,0.08,6.7,0.5
133,대전,2026/02/24 14:00,0.9,,0.9,340,94,0,0,0.08,7.6,0.6
133,대전,2026/02/24 15:00,1.1,2.7,1.2,360,92,0,0,0.08,7.7,0.6
133,대전,2026/02/24 16:00,1.6,,0.7,160,89,0,0,0.07,6.9,0.6
133,대전,2026/02/24 17:00,1.4,,0.9,320,92,0.2,0,0.05,6.3,0.6
133,대전,2026/02/24 18:00,1.5,0.2,1.5,90,91,0.1,0,0.06,5.9,0.5
133,대전,2026/02/24 19:00,1.2,,1.8,50,93,0.1,0,0.01,5.6,0.5
133,대전,2026/02/24 20:00,1.1,,1.8,20,94,0.2,,,5.4,0.5
133,대전,2026/02/24 21:00,0.7,,1.8,20,95,0,,,5.4,0.5
133,대전,2026/02/24 22:00,0.7,,1.8,20,95,0,,,5.3,0.6
133,대전,2026/02/24 23:00,0.8,,1.7,20,94,0,,,5.2,0.7
133,대전,2026/02/25 0:00,0.2,,1.2,360,95,-0.5,,,5.2,0.8
133,대전,2026/02/25 1:00,0,,0.9,20,95,-0.7,,,5.1,0.7
133,대전,2026/02/25 2:00,-0.1,,1.1,50,96,-0.6,,,5.1,0.7
133,대전,2026/02/25 3:00,-0.4,,1,270,96,-0.9,,,5.1,0.8
133,대전,2026/02/25 4:00,0.3,,1.3,320,96,-0.2,,,5.1,0.9
133,대전,2026/02/25 5:00,0.6,,1.4,320,95,-0.1,,,5,0.9
133,대전,2026/02/25 6:00,1.8,,2.6,50,92,0.6,,,4.9,0.8
133,대전,2026/02/25 7:00,1.3,,1.3,20,90,-0.1,,,4.8,0.7
133,대전,2026/02/25 8:00,1.8,,0.3,0,89,0.1,0.7,0.17,4.7,0.9
133,대전,2026/02/25 9:00,4.5,,0.7,140,74,0.2,1,0.86,4.4,1.4
133,대전,2026/02/25 10:00,6.4,,0.7,110,66,0.4,1,1.58,3.2,1.7
133,대전,2026/02/25 11:00,8.5,,3.5,110,54,-0.2,1,2.18,1.5,1.9
133,대전,2026/02/25 12:00,9.5,,3.8,110,51,-0.1,1,2.61,,2
133,대전,2026/02/25 13:00,11,,4.2,110,51,1.2,1,2.79,,4.2
133,대전,2026/02/25 14:00,12.1,,5,110,46,0.8,1,2.74,,10.4
133,대전,2026/02/25 15:00,12.2,,5.1,110,42,-0.3,1,2.42,,9.8
133,대전,2026/02/25 16:00,12.2,,5.1,110,41,-0.6,1,1.9,,8.3
133,대전,2026/02/25 17:00,11.3,,4.2,110,46,0,1,1.21,,7.3
133,대전,2026/02/25 18:00,10,,3.6,110,52,0.5,0.7,0.41,,5.8
133,대전,2026/02/25 19:00,9.1,,1.2,90,57,1,0,0.02,,4.5
133,대전,2026/02/25 20:00,7.6,,0,0,63,0.9,,,,3.4
133,대전,2026/02/25 21:00,7.1,,2.1,160,66,1.1,,,,2.8
133,대전,2026/02/25 22:00,7.2,,4.7,140,57,-0.7,,,,2.7
133,대전,2026/02/25 23:00,6.2,,3.8,140,58,-1.4,,,,2
133,대전,2026/02/26 0:00,5.5,,2.9,140,60,-1.6,,,,1.5
133,대전,2026/02/26 1:00,5.3,,3.4,140,62,-1.4,,,,1.3
133,대전,2026/02/26 2:00,5,,2.8,140,63,-1.4,,,,0.8
133,대전,2026/02/26 3:00,3.4,,1.2,340,70,-1.5,,,,0.6
133,대전,2026/02/26 4:00,2.3,,1,70,77,-1.3,,,,0.1
133,대전,2026/02/26 5:00,1.4,,1.6,340,80,-1.6,,,,-0.1
133,대전,2026/02/26 6:00,0.6,,0.2,0,85,-1.6,,,,-0.2
133,대전,2026/02/26 7:00,0.3,,1.3,320,86,-1.7,,,,-0.4
133,대전,2026/02/26 8:00,1.5,,0,0,83,-1,0.7,0.18,,-0.2
133,대전,2026/02/26 9:00,5.4,,0.2,0,68,0,1,0.85,,1
133,대전,2026/02/26 10:00,8.8,,1.7,110,54,0,1,1.56,,4.3
133,대전,2026/02/26 11:00,10.6,,4,160,49,0.3,1,2.06,,7
133,대전,2026/02/26 12:00,12.4,,4.2,140,45,0.7,1,2.26,,9.5
133,대전,2026/02/26 13:00,12.4,,3.6,110,44,0.4,1,2.22,,12.3
133,대전,2026/02/26 14:00,12.6,,4,110,44,0.6,0.3,1.53,,12.6
133,대전,2026/02/26 15:00,12.4,,3.2,110,46,1,0,1.1,,12.1
133,대전,2026/02/26 16:00,11.6,,3.6,110,50,1.5,0,0.68,,10.5
133,대전,2026/02/26 17:00,11.2,,2.8,110,50,1.1,0,0.41,,9.4
133,대전,2026/02/26 18:00,10.1,,2.7,110,54,1.1,0,0.25,,7.6
133,대전,2026/02/26 19:00,9.4,,1.5,90,58,1.5,0,0.01,,6.4
133,대전,2026/02/26 20:00,9.2,,1,90,60,1.8,,,,6.1
133,대전,2026/02/26 21:00,9.1,,1.2,110,60,1.7,,,,6.1
133,대전,2026/02/26 22:00,8.6,,1.5,140,63,1.9,,,,5.8
133,대전,2026/02/26 23:00,8.5,,2.8,110,63,1.8,,,,5.6
133,대전,2026/02/27 0:00,8.2,,3.3,140,65,2,,,,5.4
133,대전,2026/02/27 1:00,7.9,,4.2,140,66,1.9,,,,5.3
133,대전,2026/02/27 2:00,7.7,,2.8,110,68,2.1,,,,5.3
133,대전,2026/02/27 3:00,7.5,0,1.8,140,71,2.5,,,,5.3
133,대전,2026/02/27 4:00,7.2,,0.8,110,73,2.6,,,,5.1
133,대전,2026/02/27 5:00,7.1,,1.3,50,73,2.5,,,,5.1
133,대전,2026/02/27 6:00,6.9,0,1.2,110,75,2.7,,,,5
133,대전,2026/02/27 7:00,7.1,,3.1,140,74,2.7,,,,4.9
133,대전,2026/02/27 8:00,7.4,,3.3,110,73,2.8,0,0.04,,5.3
133,대전,2026/02/27 9:00,8.4,,3.4,140,67,2.6,0,0.34,,7
133,대전,2026/02/27 10:00,9.5,,3.2,160,63,2.7,0,0.66,,8.9
133,대전,2026/02/27 11:00,10.2,,4.7,140,60,2.7,0,0.98,,10.4
133,대전,2026/02/27 12:00,11.1,,3.3,140,58,3.1,0,0.93,,11.6
133,대전,2026/02/27 13:00,11.8,,2.3,140,55,3,0,1.24,,13.1
133,대전,2026/02/27 14:00,10.9,,2.5,50,57,2.7,0,0.8,,11.5
133,대전,2026/02/27 15:00,10.7,,1.2,50,57,2.5,0,0.49,,10.5
133,대전,2026/02/27 16:00,12.1,,1.9,140,52,2.5,0.5,1.15,,11.3
133,대전,2026/02/27 17:00,11.6,,3,110,54,2.5,0.6,0.91,,9.7
133,대전,2026/02/27 18:00,9.9,,1.8,90,60,2.4,0.7,0.4,,7.6
133,대전,2026/02/27 19:00,8.6,,2.5,110,66,2.5,0,0.02,,5.8
133,대전,2026/02/27 20:00,7.9,,0.7,50,69,2.5,,,,4.9
133,대전,2026/02/27 21:00,6.8,,0.8,20,73,2.2,,,,4.3
133,대전,2026/02/27 22:00,6,,0.7,290,76,2,,,,3.5
133,대전,2026/02/27 23:00,5.2,,0.2,0,81,2.1,,,,3
133,대전,2026/02/28 0:00,4.5,,1.1,230,85,2.1,,,,2.5
133,대전,2026/02/28 1:00,3.6,,0.4,0,86,1.4,,,,2
133,대전,2026/02/28 2:00,2.7,,1.7,340,89,1,,,,1.6
133,대전,2026/02/28 3:00,2.5,,0.4,0,92,1.3,,,,1.2
133,대전,2026/02/28 4:00,1.7,,1.3,320,91,0.3,,,,0.9
133,대전,2026/02/28 5:00,1.4,,0,0,93,0.3,,,,0.4
133,대전,2026/02/28 6:00,0.8,,1.5,340,93,-0.2,,,,0.2
133,대전,2026/02/28 7:00,0.4,,0.2,0,94,-0.4,,,,-0.1
133,대전,2026/02/28 8:00,1.4,,0,0,92,0.2,0.5,0.17,,0.2
133,대전,2026/02/28 9:00,4.3,,0.6,360,81,1.3,1,0.8,,2.6
133,대전,2026/02/28 10:00,7.4,,1.8,140,65,1.2,1,1.53,,5
133,대전,2026/02/28 11:00,9.4,,2.8,140,54,0.5,1,2.1,,7.2
133,대전,2026/02/28 12:00,11.5,,2.5,110,48,0.8,1,2.5,,9.4
133,대전,2026/02/28 13:00,13.5,,2.3,140,37,-0.9,1,2.69,,12.4
133,대전,2026/02/28 14:00,13.8,,1.8,50,37,-0.6,1,2.62,,15.1
133,대전,2026/02/28 15:00,15.5,,3.2,110,30,-2,1,2.34,,14
133,대전,2026/02/28 16:00,15.5,,3.8,140,29,-2.4,1,1.83,,11.9
133,대전,2026/02/28 17:00,14.7,,3.5,110,35,-0.6,1,1.14,,10.5
133,대전,2026/02/28 18:00,12.9,,3.2,90,38,-1.1,0.8,0.42,,8.6
133,대전,2026/02/28 19:00,11.6,,2.2,110,43,-0.5,0,0.02,,7.1
133,대전,2026/02/28 20:00,10.4,,5.1,140,53,1.2,,,,6.3
133,대전,2026/02/28 21:00,8.9,,5.8,140,58,1,,,,5.6
133,대전,2026/02/28 22:00,7.7,,5.1,140,62,0.8,,,,5
133,대전,2026/02/28 23:00,7,,4.7,140,63,0.4,,,,4.4
133,대전,2026/03/01 0:00,6.5,,5.4,140,64,0.1,,,,4
